ticker    ,sector                ,region                     ,piotroski_score,altman_score,beneish_score,surprise_score,beat_score,adjustment_score,earnings_quality_score,quality_grade
UNI       ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WH        ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PTCT      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
KNTK      ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALGM      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DLB       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WFRD      ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MNSO      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
COGT      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
FRU       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VSAT      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GTES      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SRAD      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LTH       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GTLB      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
FORM      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OS        ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WAY       ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SMR       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WULF      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
CRNX      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
BLTE      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
FRO       ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
DOO       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BC        ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALK       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
M         ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
STVN      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OPCH      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BOOT      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KBR       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OLED      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KYMR      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
REZI      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MLPRG     ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ACA       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ESE       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VNT       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RDNT      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CORZ      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LEU       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
POR       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IRTC      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EEE       ,Materials             ,Latin America and Caribbean,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CVLT      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BKH       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MTH       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SHC       ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BFAM      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EOSE      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GOLF      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
APGE      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SKY       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ONDS      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CSW       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WFG       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CVCO      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HRB       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HCC       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BCPC      ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FCN       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MMS       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LSTR      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CPA       ,Industrials           ,Latin America and Caribbean,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ELF       ,Consumer Staples      ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
MTDR      ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
BIPC      ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ZETA      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ACG       ,Materials             ,Latin America and Caribbean,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PTGX      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
HRI       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
DSV       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GVA       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IMVT      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
GNTX      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NE        ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
CHRD      ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SNDR      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LAUR      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BCO       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CCC       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CZR       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PI        ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CRSP      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CE        ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALKS      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
TDS       ,Communication Services,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ST        ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
REYN      ,Consumer Staples      ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NPO       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AUGO      ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ATAT      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
POST      ,Consumer Staples      ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SGHC      ,Consumer Discretionary,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BMI       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CNR       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SLAB      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GHC       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
CHH       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
INGM      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SAIC      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
OLA       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MTN       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
LOPE      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
EFR       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AQN       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
VSEC      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OSIS      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ANF       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TXG       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
POWL      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GPI       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TMDX      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SR        ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CELC      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
VSCO      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SSRM      ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SON       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CNX       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
DOCN      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
BILL      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ABG       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
AD        ,Communication Services,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
PLXS      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
MUR       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
MSM       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
QLYS      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BBWI      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
NJR       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
S         ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RIG       ,Energy                ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BDC       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MIRM      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NOVT      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MMSI      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WHR       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
WK        ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SRRK      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
CSHUN     ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PD        ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TNL       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IEP       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PAGP      ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BELI      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RUSHA     ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ACOX      ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
OGS       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MZTI      ,Consumer Staples      ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ATMU      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ENPH      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
TFX       ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TREX      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
AROC      ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SOUN      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WIX       ,Information Technology,Africa / Middle East       ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
KNT       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AGX       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
GPK       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ECG       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LMN       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TTAM      ,Materials             ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MATX      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
KNF       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
YOU       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
DAWN      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ITRI      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CENX      ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PSK       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SLGN      ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
FLNC      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALHC      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MSABB     ,Information Technology,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BYD       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TGTX      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ACAD      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
ACIW      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FELE      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HSAI      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ALCJ      ,Health Care           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IRON      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
FOLD      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RSI       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NGEX      ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BTU       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CAR       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FTDR      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AEO       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PRM       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
LNTH      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
BLLN      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TERN      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
CROX      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SHAK      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CLBT      ,Information Technology,Africa / Middle East       ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MGY       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
RUN       ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
PSMT      ,Consumer Staples      ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
VISN      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
VIAV      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NWE       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RH        ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AC        ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
WHD       ,Energy                ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PATK      ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
QTWO      ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MDU       ,Utilities             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CAAP      ,Industrials           ,Europe                     ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ADMA      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AVT       ,Information Technology,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AMRX      ,Health Care           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SXT       ,Materials             ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HGV       ,Consumer Discretionary,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
